secteur,taille,localisation,anciennete_annees,nb_employes,chiffre_affaires,nb_transactions_mois,montant_moyen_transaction,pct_cash,pct_mobile_money,pct_banque,diversification_paiement,pct_transactions_usd,charges_exploitation,resultat_net,marge_nette,solde_caisse_moyen,entrees_tresorerie_mois,sorties_tresorerie_mois,flux_tresorerie_net,remboursements_dettes_mois,variabilite_ca,ratio_liquidite,ratio_endettement,couverture_dette,nb_retards_paiement_12m,jours_retard_moyen,nb_factures_impayees,taux_recouvrement_creances,delai_paiement_fournisseurs,delai_recouvrement_jours,creances_sur_ca,regularite_paiement_mobile,regularite_paiement_fournisseurs,pct_activite_informelle,ecart_taux_change,appartenance_association,score_reseau_communautaire,pct_clients_recurrents,score_reputation_terrain,part_credit_informel,exposition_zones_instables,diversification_activites,stock_securite_jours,score_debrouillardise,usage_whatsapp_business,social_media_abonnes,social_media_sentiment,social_media_freq_publication,conso_energie_kwh,tendance_energie,conso_eau_m3,trafic_web_mensuel,nb_avis_en_ligne,note_avis_moyenne,regularite_paiement_energie,regularite_paiement_eau,regularite_paiement_loyer,default
Services,Petite,Matadi,1.6,8,21257490.0,93,19048.0,0.7995,0.1984,0.0021,0.3214,0.2576,16001358.0,5256132.0,0.2473,525034.0,1806903.0,1594736.0,212167.0,115640.0,0.3234,1.19,1.26,-0.09,4,3.0,3,0.529,49.0,80.0,1.3189,0.6561,0.9516,0.5458,0.0137,0,0.5389,0.8696,0.8094,0.5283,0.1464,0.6287,8.0,0.6537,0,17.0,0.6234,4,356.0,-0.1087,23.0,89.0,4,4.2,0.4698,0.8713,0.7311,0
Commerce,Micro,Kinshasa,2.0,12,27828294.0,84,27607.0,0.829,0.1614,0.0096,0.2866,0.109,19706897.0,8121397.0,0.2918,576172.0,2314329.0,2144837.0,169492.0,325461.0,0.3207,1.08,1.54,1.65,1,31.0,3,0.9603,47.0,51.0,1.2247,0.2653,0.4207,0.6333,0.149,0,0.6077,0.3354,0.2571,0.6811,0.1182,0.5304,17.0,0.7441,0,30.0,0.0958,3,700.0,-0.0063,45.0,361.0,10,4.4,0.684,0.5081,0.6127,0
Manufacture,Petite,Kinshasa,4.0,3,14510160.0,77,15704.0,0.8269,0.107,0.0662,0.3004,0.4905,10790662.0,3719498.0,0.2563,1748280.0,1401020.0,1328965.0,72055.0,155855.0,0.3008,1.48,1.88,0.92,2,18.0,3,0.8487,36.0,15.0,0.5713,0.9373,0.3835,0.7475,0.0157,0,0.4413,0.6892,0.3343,0.6929,0.6455,0.706,23.0,0.9482,0,263.0,-0.1099,12,146.0,-0.0051,70.0,2374.0,11,2.8,0.6774,0.2335,0.6511,0
Commerce,Moyenne,Lubumbashi,0.5,28,1390376.0,73,1587.0,0.9009,0.0948,0.0043,0.1794,0.3026,1114344.0,276032.0,0.1985,48048.0,126179.0,104659.0,21520.0,8536.0,0.2321,0.66,0.74,1.15,1,12.0,3,0.8739,32.0,47.0,1.9127,0.7283,0.7232,0.7928,0.2093,0,0.6605,0.7382,0.6015,0.5894,0.2793,0.3998,2.0,0.8808,1,230.0,0.458,7,1419.0,0.0906,20.0,89.0,12,4.0,0.609,0.213,0.4679,0
Commerce,Micro,Lubumbashi,5.1,7,27844478.0,63,36831.0,0.7242,0.2694,0.0064,0.4029,0.718,18366422.0,9478056.0,0.3404,1283517.0,2301423.0,1843987.0,457436.0,682296.0,0.1438,1.24,0.71,1.11,1,4.0,3,0.5648,65.0,53.0,1.2627,0.8909,0.7751,0.8656,0.0267,0,0.412,0.7608,0.4464,0.3681,0.4057,0.4368,6.0,0.7356,0,43.0,0.5314,4,295.0,0.0357,11.0,70.0,14,3.9,0.8342,0.2796,0.6602,0
Commerce,Micro,Kinshasa,2.0,3,16471296.0,75,18301.0,0.8354,0.1428,0.0218,0.2812,0.4403,13561823.0,2909473.0,0.1766,2355330.0,1223324.0,1217244.0,6080.0,326201.0,0.2521,1.04,3.1,1.6,4,13.0,3,0.7269,21.0,87.0,1.873,0.6289,0.613,0.5156,0.0648,1,0.3923,0.8736,0.8286,0.3893,0.1317,0.0945,24.0,0.8939,1,7.0,0.1469,7,1899.0,0.0975,18.0,4804.0,6,2.9,0.6578,0.8948,0.5199,0
Commerce,Micro,Kinshasa,5.0,7,4959702.0,80,5166.0,0.8669,0.1307,0.0024,0.2314,0.5401,3493417.0,1466285.0,0.2956,332001.0,448769.0,384249.0,64520.0,111349.0,0.4475,0.9,1.89,2.27,2,7.0,3,0.7511,22.0,27.0,0.4946,0.6063,0.4013,0.6621,0.035,0,0.5222,0.6689,0.8423,0.1742,0.1056,0.5602,11.0,0.9035,0,171.0,0.0964,9,50.0,0.0118,32.0,230.0,12,3.3,0.6573,0.7843,0.8078,0
Construction,Petite,Lubumbashi,9.0,5,2228241.0,83,2237.0,0.838,0.1368,0.0252,0.2784,0.6471,1243503.0,984738.0,0.4419,287682.0,169862.0,129391.0,40471.0,79559.0,0.0394,2.63,1.31,2.01,1,25.0,5,0.839,35.0,73.0,2.4683,0.8668,0.3944,0.4787,0.005,0,0.6809,0.8135,0.5495,0.5223,0.2902,0.1829,8.0,0.5142,1,217.0,0.3209,12,232.0,0.1415,15.0,1366.0,10,3.6,0.8756,0.8703,0.4152,0
Commerce,Micro,Bukavu,0.9,68,92992242.0,83,93366.0,0.8766,0.1166,0.0068,0.2179,0.5612,80276431.0,12715811.0,0.1367,3850383.0,7293458.0,7346732.0,-53274.0,215741.0,0.2199,1.36,1.36,2.38,3,1.0,6,0.7134,59.0,40.0,0.3025,0.9589,0.7774,0.5026,0.0052,0,0.5797,0.6701,0.6291,0.22,0.2066,0.6189,17.0,0.7344,1,15203.0,0.2397,12,92.0,-0.1761,11.0,1650.0,13,4.2,0.7083,0.5801,0.4112,1
Transport,Petite,Kinshasa,13.4,17,64203010.0,78,68593.0,0.8166,0.1639,0.0195,0.3059,0.334,42000793.0,22202217.0,0.3458,6960817.0,5761933.0,5591160.0,170773.0,2690564.0,0.0713,0.76,2.26,1.23,3,9.0,3,0.704,45.0,60.0,0.7007,0.8255,0.9004,0.5218,0.0361,1,0.4475,0.471,0.8898,0.4832,0.2319,0.6945,27.0,0.5487,0,476.0,0.0843,7,817.0,0.0495,8.0,148.0,12,3.9,0.7989,0.892,0.4903,0
TIC,Moyenne,Lubumbashi,3.8,7,34179920.0,80,35604.0,0.8658,0.1293,0.0049,0.2336,0.5196,29678022.0,4501898.0,0.1317,3470704.0,2634585.0,2545981.0,88604.0,890780.0,0.3515,0.91,1.38,3.17,2,74.0,2,0.6922,33.0,65.0,0.8051,0.338,0.9197,0.727,0.019,1,0.4637,0.6051,0.5934,0.5253,0.1608,0.508,4.0,0.4459,0,27.0,0.6487,14,3746.0,-0.0442,17.0,86.0,3,2.4,0.5541,0.726,0.4958,0
Manufacture,Micro,Goma,12.8,6,6507332.0,81,6695.0,0.7465,0.2337,0.0197,0.3877,0.8857,5371758.0,1135574.0,0.1745,752326.0,498214.0,471055.0,27159.0,83556.0,0.0808,0.7,0.54,2.71,1,23.0,3,0.5915,62.0,68.0,0.8709,0.7903,0.1734,0.684,0.0039,0,0.477,0.6838,0.4923,0.2919,0.4174,0.4917,6.0,0.8984,1,323.0,0.7621,9,463.0,0.1023,54.0,1790.0,10,3.1,0.702,0.5902,0.9417,0
Commerce,Moyenne,Matadi,1.2,15,714691.0,72,827.0,0.8145,0.1649,0.0206,0.309,0.7584,500629.0,214062.0,0.2995,41403.0,58180.0,50861.0,7319.0,5824.0,0.5498,1.0,2.58,1.63,3,9.0,4,0.9631,61.0,86.0,0.2422,0.7858,0.3982,0.8112,0.0145,1,0.6893,0.5857,0.679,0.0626,0.0113,0.5073,1.0,0.6287,0,1.0,0.1647,6,197.0,-0.0497,43.0,13.0,14,4.5,0.7579,0.8622,0.6013,0
Agriculture,Moyenne,Lubumbashi,4.6,16,36675335.0,86,35538.0,0.7255,0.2603,0.0142,0.4057,0.2821,28995739.0,7679596.0,0.2094,1386612.0,3256120.0,3309611.0,-53491.0,225632.0,0.0696,1.24,5.06,1.1,3,10.0,5,0.9325,51.0,40.0,0.6333,0.6446,0.7895,0.7952,0.0002,1,0.7311,0.8721,0.7844,0.2984,0.0336,0.4466,15.0,0.6274,0,373.0,0.4239,3,910.0,0.0148,27.0,123.0,10,3.8,0.6569,0.5216,0.6647,0
Services,Micro,Kinshasa,2.6,1,22748827.0,77,24620.0,0.9045,0.0897,0.0058,0.1738,0.5472,20861165.0,1887662.0,0.083,680515.0,2230781.0,1917591.0,313190.0,160814.0,0.3739,2.4,1.62,1.12,2,3.0,1,0.8632,39.0,79.0,0.7481,0.7858,0.9283,0.9437,0.0618,1,0.6472,0.6677,0.9122,0.3128,0.6215,0.0566,1.0,0.6811,1,1061.0,-0.0225,5,1009.0,-0.02,28.0,565.0,5,1.3,0.7072,0.8162,0.78,0
Agriculture,Micro,Lubumbashi,7.4,12,9345497.0,82,9497.0,0.7279,0.1585,0.1136,0.4321,0.3493,6203308.0,3142189.0,0.3362,1014594.0,669360.0,555804.0,113556.0,137293.0,0.3529,1.12,3.13,0.17,1,9.0,3,0.8154,69.0,113.0,1.8272,0.6916,0.8151,0.7063,0.0719,0,0.6124,0.8967,0.4343,0.2452,0.5956,0.3691,11.0,0.2453,0,6892.0,-0.0448,7,50.0,-0.09,27.0,136.0,13,4.5,0.4283,0.6958,0.5087,0
Commerce,Moyenne,Mbuji-Mayi,4.7,7,56500925.0,89,52903.0,0.8364,0.1157,0.0479,0.2848,0.8021,40492025.0,16008900.0,0.2833,5998792.0,4242420.0,3868651.0,373769.0,923846.0,0.1566,0.94,0.42,1.28,0,23.0,2,0.7504,67.0,15.0,1.011,0.9121,0.5321,0.9262,0.0701,0,0.7785,0.8377,0.753,0.7233,0.4426,0.0631,14.0,0.3887,0,2222.0,0.5723,9,535.0,0.0271,27.0,70.0,5,4.2,0.8367,0.6031,0.4436,0
Manufacture,Moyenne,Kinshasa,3.4,2,40531785.0,81,41699.0,0.8399,0.1108,0.0493,0.2799,0.7494,24519773.0,16012012.0,0.395,902893.0,4033394.0,3585945.0,447449.0,884232.0,0.2311,0.97,1.93,1.29,2,12.0,5,0.8707,54.0,73.0,0.3896,0.6184,0.2031,0.8782,0.0467,0,0.7601,0.6813,0.786,0.2739,0.1033,0.2409,33.0,0.6606,0,303.0,-0.1371,7,502.0,0.1322,18.0,29.0,5,2.8,0.7034,0.3854,0.4364,0
Construction,Micro,Lubumbashi,12.2,14,18098047.0,73,20660.0,0.8299,0.1693,0.0008,0.2826,0.2536,15788857.0,2309190.0,0.1276,1771936.0,1578833.0,1200082.0,378751.0,495680.0,0.2867,1.37,0.43,2.13,2,13.0,6,0.6987,74.0,46.0,0.7183,0.8418,0.521,0.3985,0.0117,1,0.6933,0.9465,0.9495,0.2753,0.1513,0.7635,9.0,0.6577,0,2051.0,-0.0458,5,93.0,-0.0655,18.0,1204.0,8,3.9,0.3988,0.6839,0.6866,0
Services,Micro,Kinshasa,2.4,44,15280226.0,72,17685.0,0.9371,0.0539,0.0091,0.1189,0.6616,11529940.0,3750286.0,0.2454,593362.0,1023582.0,855794.0,167788.0,387892.0,0.3129,0.72,1.12,0.06,0,11.0,5,0.417,37.0,57.0,0.2129,0.6598,0.748,0.8801,0.011,0,0.3345,0.6475,0.6629,0.3848,0.1585,0.5641,5.0,0.5516,0,8.0,-0.1161,10,224.0,-0.0602,31.0,1341.0,11,2.5,0.6701,0.6946,0.7419,0
Commerce,Micro,Kinshasa,1.2,11,15574745.0,77,16856.0,0.9076,0.0855,0.0068,0.1689,0.2622,9153478.0,6421267.0,0.4123,391878.0,1502774.0,1299005.0,203769.0,287245.0,0.3692,0.64,1.83,2.25,1,29.0,6,0.6514,26.0,59.0,0.9024,0.7624,0.5032,0.8379,0.0039,0,0.418,0.7054,0.7714,0.6359,0.1709,0.1788,2.0,0.4593,0,6343.0,-0.3952,7,1051.0,-0.0558,5.0,50.0,11,4.4,0.4915,0.3372,0.5659,0
Services,Moyenne,Lubumbashi,4.7,17,33129274.0,81,34084.0,0.784,0.1032,0.1128,0.362,0.3338,25545939.0,7583335.0,0.2289,2891871.0,2520152.0,2488789.0,31363.0,788048.0,0.2514,0.85,0.64,3.0,4,22.0,3,0.5796,50.0,55.0,0.6226,0.6166,0.7028,0.8006,0.0489,0,0.8391,0.8856,0.7243,0.2423,0.1557,0.4233,7.0,0.5675,1,178.0,0.3033,5,2458.0,-0.1003,9.0,174.0,7,1.8,0.7048,0.7965,0.7062,0
Commerce,Micro,Kinshasa,4.9,31,5235790.0,70,6233.0,0.6274,0.2573,0.1152,0.5269,0.108,3786203.0,1449587.0,0.2769,258475.0,445049.0,386856.0,58193.0,111945.0,0.263,1.19,0.93,1.65,0,0.0,1,0.864,10.0,62.0,0.6783,0.8214,0.56,0.6593,0.0306,0,0.4336,0.4951,0.9481,0.5455,0.0308,0.4575,16.0,0.7751,1,96.0,0.3138,12,637.0,-0.0389,5.0,2121.0,7,3.0,0.7398,0.5104,0.5852,0
Commerce,Petite,Kisangani,2.9,3,24426514.0,80,25444.0,0.7753,0.1121,0.1125,0.3737,0.6834,16212642.0,8213872.0,0.3363,2197856.0,1927440.0,1988927.0,-61487.0,861004.0,0.0883,3.09,0.84,0.83,2,13.0,6,0.92,67.0,86.0,0.4654,0.3655,0.1616,0.6165,0.0432,0,0.4997,0.4382,0.7508,0.465,0.3758,0.5066,22.0,0.9224,0,10.0,-0.3202,3,1021.0,0.011,16.0,4471.0,12,1.9,0.6298,0.6597,0.8533,1
Construction,Petite,Goma,3.3,1,4853889.0,60,6742.0,0.7785,0.1758,0.0457,0.3609,0.3171,2703207.0,2150682.0,0.4431,549596.0,351792.0,342012.0,9780.0,163698.0,0.2886,0.47,2.33,2.66,1,13.0,3,0.701,26.0,90.0,1.2679,0.6449,0.817,0.6644,0.0113,0,0.5779,0.6848,0.5034,0.7896,0.4843,0.6802,17.0,0.639,0,102.0,-0.472,12,296.0,-0.0185,6.0,338.0,11,3.6,0.6851,0.8187,0.4262,0
Commerce,Micro,Lubumbashi,16.0,12,72846585.0,83,73139.0,0.748,0.2305,0.0215,0.3869,0.5179,45897015.0,26949570.0,0.3699,10224683.0,6318211.0,6291277.0,26934.0,1478940.0,0.3257,0.86,1.08,1.37,0,19.0,2,0.7343,39.0,42.0,2.2907,0.8887,0.6642,0.5611,0.0084,0,0.8085,0.6506,0.9433,0.3069,0.5234,0.4688,20.0,0.3804,0,750.0,0.3647,11,1102.0,0.0719,8.0,133.0,16,4.1,0.5256,0.6178,0.8554,0
Commerce,Petite,Lubumbashi,6.6,6,27744669.0,69,33508.0,0.7034,0.2286,0.068,0.4483,0.1865,17373968.0,10370701.0,0.3738,1787196.0,2048447.0,2083617.0,-35170.0,271251.0,0.2787,1.21,1.09,0.4,5,5.0,3,0.4226,47.0,34.0,1.2019,0.6058,0.8045,0.7582,0.0381,0,0.4952,0.3358,0.6488,0.1384,0.0876,0.3137,1.0,0.6562,0,7.0,0.4901,10,978.0,0.1203,14.0,354.0,8,3.2,0.6488,0.271,0.7662,1
Commerce,Micro,Lubumbashi,0.6,2,6414849.0,76,7034.0,0.7373,0.1179,0.1448,0.4215,0.4325,5226107.0,1188742.0,0.1853,480731.0,476414.0,385290.0,91124.0,117742.0,0.2282,2.23,2.0,1.36,2,69.0,3,0.3596,43.0,65.0,0.5422,0.7052,0.2061,0.8946,0.0228,0,0.7949,0.8845,0.7894,0.2689,0.1131,0.3765,4.0,0.7081,0,472.0,-0.2539,11,422.0,0.0652,40.0,10968.0,5,2.9,0.9581,0.2469,0.6618,1
Construction,Moyenne,Kinshasa,1.2,6,16138447.0,78,17242.0,0.8396,0.1412,0.0192,0.2748,0.7545,10424101.0,5714346.0,0.3541,666029.0,1507703.0,1493731.0,13972.0,482827.0,0.3386,1.1,2.34,0.95,1,11.0,3,0.7054,47.0,62.0,0.364,0.6468,0.82,0.7728,0.0435,1,0.8152,0.7827,0.4152,0.22,0.3801,0.655,8.0,0.6854,1,199.0,0.1948,4,248.0,-0.0235,88.0,2182.0,9,3.7,0.9552,0.682,0.4133,0
Services,Micro,Matadi,18.6,13,5259026.0,88,4980.0,0.865,0.1273,0.0077,0.2355,0.7464,4796654.0,462372.0,0.0879,598482.0,463342.0,374361.0,88981.0,112505.0,0.1526,0.45,0.67,2.25,3,24.0,5,0.4424,43.0,71.0,0.5298,0.8219,0.8257,0.618,0.0573,1,0.4805,0.8403,0.7702,0.481,0.0954,0.5379,16.0,0.6165,0,58.0,0.727,4,111.0,0.1809,64.0,203.0,11,1.8,0.6256,0.1511,0.6607,0
Manufacture,Petite,Kolwezi,6.5,6,89070202.0,85,87324.0,0.8591,0.1292,0.0117,0.2451,0.35,55053997.0,34016205.0,0.3819,11311255.0,8664760.0,7926850.0,737910.0,2263782.0,0.3527,0.56,5.52,1.18,1,7.0,3,0.8718,67.0,85.0,0.7843,0.7401,0.8337,0.5635,0.0312,1,0.3217,0.9193,0.8597,0.4361,0.1377,0.7224,3.0,0.315,1,239.0,0.3569,7,174.0,0.1602,27.0,323.0,6,4.7,0.7578,0.3539,0.6133,0
Services,Petite,Kinshasa,12.3,3,102713198.0,83,103126.0,0.7675,0.2236,0.0088,0.3609,0.5125,90432452.0,12280746.0,0.1196,11456458.0,8347098.0,7026741.0,1320357.0,2965469.0,0.2216,1.05,3.3,0.93,2,9.0,1,0.9007,45.0,95.0,0.6678,0.5321,0.538,0.9201,0.1106,0,0.6131,0.6419,0.6281,0.5933,0.3278,0.278,8.0,0.6296,0,419.0,0.2366,5,1803.0,-0.054,20.0,57.0,11,2.6,0.6802,0.7649,0.367,0
Commerce,Micro,Kinshasa,1.8,6,33783005.0,93,30272.0,0.8113,0.1868,0.0019,0.3069,0.3147,23146489.0,10636516.0,0.3148,2620114.0,2820904.0,2536846.0,284058.0,952605.0,0.2071,0.76,4.45,0.5,3,17.0,1,0.6139,46.0,58.0,0.6846,0.5362,0.762,0.7877,0.0375,0,0.7627,0.8783,0.9481,0.4532,0.2935,0.2215,12.0,0.6985,0,67.0,0.7068,3,1085.0,0.2105,47.0,17123.0,9,3.4,0.5672,0.7742,0.8217,0
Agriculture,Micro,Kinshasa,6.8,7,94867134.0,84,94114.0,0.8868,0.1115,0.0017,0.2012,0.2426,87256902.0,7610232.0,0.0802,8804921.0,6543954.0,5322042.0,1221912.0,1568982.0,0.3002,1.69,1.14,0.95,1,19.0,1,0.9874,46.0,54.0,1.0518,0.645,0.7748,0.9121,0.0707,0,0.1656,0.4249,0.9009,0.4096,0.1513,0.314,49.0,0.4827,0,4717.0,0.5073,5,901.0,0.0053,7.0,4755.0,11,4.1,0.8764,0.4101,0.5485,0
Agriculture,Micro,Bukavu,6.3,1,17577938.0,81,18084.0,0.8558,0.1122,0.032,0.254,0.8119,14895510.0,2682428.0,0.1526,854209.0,1382686.0,1435817.0,-53131.0,510471.0,0.413,0.81,2.15,1.27,2,2.0,1,0.5274,46.0,63.0,0.515,0.5775,0.527,0.9009,0.0429,1,0.724,0.9648,0.8678,0.1682,0.3024,0.2721,7.0,0.8281,0,221.0,0.2405,9,883.0,0.1681,18.0,22388.0,5,2.2,0.5294,0.3596,0.7401,0
Commerce,Micro,Bukavu,1.7,6,36624028.0,100,30520.0,0.7988,0.1797,0.0215,0.3292,0.5072,28328472.0,8295556.0,0.2265,4233776.0,2501129.0,2375564.0,125565.0,907070.0,0.2687,0.75,1.49,2.0,1,2.0,2,0.5121,45.0,34.0,0.6507,0.6793,0.3842,0.6697,0.1234,0,0.5193,0.5048,0.7542,0.3551,0.5184,0.3301,9.0,0.6791,1,322.0,0.6924,11,241.0,-0.0439,18.0,95.0,14,4.0,0.6339,0.37,0.5574,0
Agriculture,Petite,Kisangani,4.0,2,63698363.0,77,68938.0,0.7853,0.1984,0.0163,0.3437,0.4467,54610732.0,9087631.0,0.1427,6750438.0,4989917.0,4117784.0,872133.0,164047.0,0.5935,1.03,3.86,0.29,0,18.0,2,0.6853,14.0,75.0,0.5557,0.7349,0.6523,0.9245,0.001,0,0.7575,0.815,0.6497,0.3895,0.1027,0.1232,24.0,0.4473,1,62.0,0.3328,7,775.0,0.0714,5.0,1465.0,10,4.5,0.6064,0.7088,0.6946,1
Transport,Petite,Mbuji-Mayi,4.9,12,14550089.0,87,13937.0,0.8519,0.1475,0.0005,0.2525,0.0992,12830308.0,1719781.0,0.1182,2040385.0,1168237.0,959099.0,209138.0,599813.0,0.3472,1.24,0.58,-0.23,0,0.0,3,0.6237,25.0,57.0,0.8853,0.665,0.4408,0.8574,0.0469,0,0.426,0.6112,0.6904,0.469,0.2089,0.2391,18.0,0.6425,1,62.0,0.3017,8,1208.0,-0.0239,55.0,4868.0,11,3.4,0.7834,0.6095,0.589,0
Commerce,Micro,Lubumbashi,3.3,2,15955667.0,72,18467.0,0.8198,0.1721,0.0082,0.2982,0.6151,14664971.0,1290696.0,0.0809,1496558.0,1155750.0,921536.0,234214.0,323751.0,0.4239,1.01,5.17,1.98,2,34.0,5,0.8,67.0,36.0,1.0873,0.7187,0.612,0.5031,0.0226,0,0.753,0.7974,0.6895,0.7745,0.1404,0.7786,60.0,0.7764,1,637.0,0.2033,5,916.0,0.2163,20.0,141.0,10,2.1,0.9479,0.9033,0.6883,0
Commerce,Petite,Goma,8.8,16,44919741.0,77,48614.0,0.7619,0.2184,0.0197,0.3714,0.3974,27534625.0,17385116.0,0.387,5273967.0,4274992.0,4202913.0,72079.0,760745.0,0.1636,0.82,1.91,0.93,1,20.0,7,0.5104,59.0,79.0,0.9117,0.5256,0.5969,0.7189,0.0113,0,0.6866,0.5885,0.8258,0.2059,0.3354,0.6398,16.0,0.4621,0,1251.0,0.2639,9,125.0,0.047,17.0,23.0,7,2.1,0.8643,0.6822,0.7177,0
Commerce,Petite,Bukavu,8.9,5,31826109.0,80,33152.0,0.691,0.3089,0.0001,0.4271,0.6539,24390120.0,7435989.0,0.2336,2707856.0,2478976.0,2215924.0,263052.0,609654.0,0.2224,0.5,1.41,2.65,1,24.0,0,0.8829,55.0,18.0,0.5958,0.5628,0.8855,0.7552,0.087,0,0.5708,0.6078,0.5811,0.1199,0.2213,0.6493,6.0,0.5914,0,228.0,0.1996,5,65.0,0.0333,12.0,215.0,12,4.2,0.7957,0.755,0.3448,0
Commerce,Petite,Goma,9.5,4,5917633.0,82,6014.0,0.7751,0.2132,0.0117,0.3536,0.665,4101676.0,1815957.0,0.3069,760895.0,405307.0,412726.0,-7419.0,231172.0,0.2003,0.44,0.88,0.87,2,20.0,1,0.6661,40.0,69.0,0.4471,0.6169,0.2262,0.2667,0.029,0,0.7859,0.4929,0.8797,0.5388,0.4417,0.4377,17.0,0.6189,0,367.0,-0.3261,4,694.0,-0.0678,10.0,2689.0,4,3.8,0.6775,0.4098,0.81,0
Transport,Micro,Lubumbashi,8.1,9,1062149.0,72,1229.0,0.8124,0.1787,0.009,0.308,0.6363,735665.0,326484.0,0.3074,103168.0,84631.0,63502.0,21129.0,17859.0,0.246,0.89,2.4,1.64,4,14.0,3,0.7212,48.0,69.0,0.4847,0.9191,0.4981,0.7655,0.0312,1,0.4103,0.769,0.5335,0.7126,0.2877,0.3645,2.0,0.5189,1,50.0,0.9778,3,354.0,0.0054,17.0,239.0,6,2.2,0.777,0.7207,0.659,0
Agriculture,Micro,Bukavu,3.3,3,11868119.0,60,16483.0,0.7893,0.172,0.0387,0.3459,0.4127,9304113.0,2564006.0,0.216,954789.0,1008014.0,906210.0,101804.0,228921.0,0.2236,0.57,1.66,1.04,0,66.0,3,0.5513,49.0,36.0,0.8154,0.5696,0.2634,0.7371,0.0321,1,0.335,0.8876,0.5939,0.4822,0.1933,0.2727,21.0,0.5632,1,218.0,0.2301,9,312.0,0.0832,8.0,148.0,7,4.1,0.8281,0.7647,0.6246,0
Agriculture,Micro,Goma,2.4,9,1183164.0,79,1248.0,0.7577,0.2133,0.029,0.3796,0.2826,871447.0,311717.0,0.2635,45935.0,97731.0,87579.0,10152.0,23819.0,0.0768,1.18,1.95,1.12,1,0.0,3,0.6446,51.0,79.0,0.9468,0.8203,0.9151,0.7037,0.0945,0,0.5734,0.7762,0.6722,0.3584,0.4735,0.4155,20.0,0.7285,0,43.0,0.4858,4,201.0,-0.1751,17.0,77.0,6,4.4,0.7182,0.3628,0.445,0
Services,Petite,Bukavu,8.9,4,4460535.0,72,5163.0,0.8069,0.1661,0.027,0.3206,0.43,3790995.0,669540.0,0.1501,555340.0,381135.0,398205.0,-17070.0,67727.0,0.3874,0.72,2.93,0.45,2,8.0,4,0.5327,39.0,90.0,0.5396,0.889,0.6841,0.5486,0.0296,1,0.8786,0.6968,0.7122,0.2298,0.117,0.5488,11.0,0.4848,0,123.0,-0.0169,10,351.0,-0.0196,30.0,2321.0,15,3.2,0.8441,0.6574,0.5715,0
Commerce,Micro,Goma,3.4,4,5131228.0,71,6023.0,0.8974,0.1013,0.0012,0.1844,0.4786,3445432.0,1685796.0,0.3285,642227.0,493031.0,477014.0,16017.0,32277.0,0.2048,0.93,1.76,2.6,2,43.0,3,0.5282,33.0,59.0,0.5865,0.754,0.3659,0.8249,0.008,0,0.5584,0.6545,0.7159,0.3096,0.396,0.4247,7.0,0.4958,1,822.0,0.2207,11,173.0,-0.1699,15.0,180.0,8,3.2,0.8006,0.2718,0.6368,0
Agriculture,Micro,Bukavu,1.4,10,7404728.0,91,6781.0,0.901,0.0837,0.0152,0.181,0.3378,5524661.0,1880067.0,0.2539,450735.0,500889.0,456685.0,44204.0,67693.0,0.3835,1.43,3.38,1.59,4,5.0,3,0.6523,54.0,80.0,0.921,0.8364,0.8711,0.8374,0.0589,0,0.6099,0.8348,0.9274,0.0857,0.1818,0.4739,2.0,0.7138,0,268.0,0.1781,12,235.0,0.0334,15.0,972.0,11,4.0,0.4617,0.8068,0.7844,0
Agriculture,Micro,Bukavu,3.5,2,39213270.0,88,37134.0,0.6947,0.2635,0.0418,0.4462,0.3845,35576708.0,3636562.0,0.0927,3044155.0,3645847.0,3370086.0,275761.0,254844.0,0.2059,1.03,0.43,1.76,0,10.0,3,0.4566,28.0,45.0,0.6963,0.7718,0.3855,0.5617,0.0248,1,0.62,0.5923,0.8105,0.4585,0.2949,0.2779,57.0,0.2826,0,148.0,0.6211,4,1127.0,0.0999,22.0,3257.0,11,3.8,0.8185,0.8442,0.6496,0
Manufacture,Petite,Goma,0.8,2,50891957.0,72,58903.0,0.7936,0.1734,0.0329,0.339,0.5621,29694992.0,21196965.0,0.4165,3748427.0,4030454.0,3868177.0,162277.0,903947.0,0.1916,1.23,2.89,2.61,1,20.0,3,0.7258,37.0,68.0,0.9508,0.6632,0.5886,0.9121,0.0073,1,0.3366,0.8082,0.5031,0.2469,0.3027,0.5886,2.0,0.6363,0,17.0,0.6612,9,136.0,0.094,12.0,154.0,7,2.7,0.8999,0.7179,0.8284,0
Mines,Micro,Bukavu,5.9,9,26976829.0,77,29196.0,0.7919,0.1819,0.0262,0.3391,0.3638,17517350.0,9459479.0,0.3507,1724387.0,2143744.0,2198722.0,-54978.0,859147.0,0.3708,1.16,0.62,2.27,2,7.0,6,0.8831,54.0,74.0,0.6834,0.9105,0.3647,0.8078,0.0365,0,0.2051,0.83,0.5802,0.1659,0.6118,0.369,1.0,0.6395,0,656.0,-0.0206,7,173.0,-0.0655,10.0,2095.0,14,3.2,0.9003,0.5512,0.7415,0
